Cód.,Município,Salario
2201507,Batalha (PI),1724.16
2201556,Bela Vista do Piauí (PI),1633.7
2201572,Belém do Piauí (PI),1858.19
2201606,Beneditinos (PI),1649.16
2201705,Bertolínia (PI),1721.36
2201739,Betânia do Piauí (PI),1819.06
2201770,Boa Hora (PI),1625.76
2201804,Bocaina (PI),1177.78
2201903,Bom Jesus (PI),1837.24
2201919,Bom Princípio do Piauí (PI),1464.01
2201929,Bonfim do Piauí (PI),1249.63
2201945,Boqueirão do Piauí (PI),1555.47
2201960,Brasileira (PI),1810.31
2201988,Brejo do Piauí (PI),2005.45
2202000,Buriti dos Lopes (PI),1657.79
2202026,Buriti dos Montes (PI),1970.82
2202059,Cabeceiras do Piauí (PI),1575.87
2202075,Cajazeiras do Piauí (PI),1449.83
2202083,Cajueiro da Praia (PI),1566.27
2202091,Caldeirão Grande do Piauí (PI),1890.92
2202109,Campinas do Piauí (PI),1802.97
2202117,Campo Alegre do Fidalgo (PI),1934.07
2202133,Campo Grande do Piauí (PI),1609.18
2202174,Campo Largo do Piauí (PI),1541.79
2202208,Campo Maior (PI),1673.44
2202251,Canavieira (PI),1516.69
2202307,Canto do Buriti (PI),1512.96
2202406,Capitão de Campos (PI),1675.43
2202455,Capitão Gervásio Oliveira (PI),2059.79
2202505,Caracol (PI),2083.11
2202539,Caraúbas do Piauí (PI),1390.53
2202554,Caridade do Piauí (PI),1633.15
2202604,Castelo do Piauí (PI),1626.36
2202653,Caxingó (PI),1885.62
2202703,Cocal (PI),1950.33
2202711,Cocal de Telha (PI),2163.24
2202729,Cocal dos Alves (PI),1400.94
2202737,Coivaras (PI),1733.22
2202752,Colônia do Gurguéia (PI),1553.65
2202778,Colônia do Piauí (PI),1901.27
2202802,Conceição do Canindé (PI),1819.03
2202851,Coronel José Dias (PI),1550.07
2202901,Corrente (PI),1728.05
2203008,Cristalândia do Piauí (PI),1623.09
2203107,Cristino Castro (PI),1717.48
2203206,Curimatá (PI),1466.15
2203230,Currais (PI),2355.15
2203255,Curralinhos (PI),1807.3
2203271,Curral Novo do Piauí (PI),1296.57
2203305,Demerval Lobão (PI),1655.98
2203354,Dirceu Arcoverde (PI),1716.17
2203404,Dom Expedito Lopes (PI),1709.78
2203420,Domingos Mourão (PI),1589.1
2203453,Dom Inocêncio (PI),2250.62
2203503,Elesbão Veloso (PI),1584.13
2203602,Eliseu Martins (PI),1765.49
2203701,Esperantina (PI),1802.29
2203750,Fartura do Piauí (PI),2230.35
2203800,Flores do Piauí (PI),1330.08
2203859,Floresta do Piauí (PI),1645.07
2203909,Floriano (PI),1576.15
2204006,Francinópolis (PI),1589.62
2204105,Francisco Ayres (PI),1750.19
2204154,Francisco Macedo (PI),1879.84
2204204,Francisco Santos (PI),1754.13
2204303,Fronteiras (PI),2105.03
2204352,Geminiano (PI),1507.75
2204402,Gilbués (PI),1695.85
2204501,Guadalupe (PI),2053.38
2204550,Guaribas (PI),1863.81
2204600,Hugo Napoleão (PI),1457.27
2204659,Ilha Grande (PI),1707.76
2204709,Inhuma (PI),1789.49
2204808,Ipiranga do Piauí (PI),1719.11
2204907,Isaías Coelho (PI),1842.39
2205003,Itainópolis (PI),1788.43
2205102,Itaueira (PI),1468.71
2205151,Jacobina do Piauí (PI),1703.55
2205201,Jaicós (PI),1669.72
2205250,Jardim do Mulato (PI),1697.96
2205276,Jatobá do Piauí (PI),1830.91
2205300,Jerumenha (PI),1467.79
2205359,João Costa (PI),1525.48
2205409,Joaquim Pires (PI),1700.72
2205458,Joca Marques (PI),1931.2
2205508,José de Freitas (PI),1723.17
2205516,Juazeiro do Piauí (PI),1453.48
2205524,Júlio Borges (PI),1459.83
2205532,Jurema (PI),2080.48
2205540,Lagoinha do Piauí (PI),1566.38
2205557,Lagoa Alegre (PI),1982.03
2205565,Lagoa do Barro do Piauí (PI),2411.94
2205573,Lagoa de São Francisco (PI),1424.1
2205581,Lagoa do Piauí (PI),1632.87
2205599,Lagoa do Sítio (PI),1626.81
2205607,Landri Sales (PI),1455.69
2205706,Luís Correia (PI),1534.66
2205805,Luzilândia (PI),1677.63
2205854,Madeiro (PI),1552.88
2205904,Manoel Emídio (PI),992.88
2205953,Marcolândia (PI),1599.81
2206001,Marcos Parente (PI),1441.46
2206050,Massapê do Piauí (PI),1726.8
2206100,Matias Olímpio (PI),1450.07
2206209,Miguel Alves (PI),2471.31
2206308,Miguel Leão (PI),1591.38
2206357,Milton Brandão (PI),1573.13
2206407,Monsenhor Gil (PI),1861.12
2206506,Monsenhor Hipólito (PI),2145.91
2206605,Monte Alegre do Piauí (PI),1835.49
2206654,Morro Cabeça no Tempo (PI),984.99
2206670,Morro do Chapéu do Piauí (PI),1580.49
2206696,Murici dos Portelas (PI),1892.48
2206704,Nazaré do Piauí (PI),1594.06
2206720,Nazária (PI),1369.82
2206753,Nossa Senhora de Nazaré (PI),1954.21
2206803,Nossa Senhora dos Remédios (PI),2014.91
2206902,Novo Oriente do Piauí (PI),1807.08
2206951,Novo Santo Antônio (PI),1895.57
2207009,Oeiras (PI),1718.49
2207108,Olho D'Água do Piauí (PI),1537.13
2207207,Padre Marcos (PI),1792.13
2207306,Paes Landim (PI),1941.56
2207355,Pajeú do Piauí (PI),1649.45
2207405,Palmeira do Piauí (PI),1912.83
2207504,Palmeirais (PI),1972.92
2207553,Paquetá (PI),1435.53
2207603,Parnaguá (PI),2043.28
2207702,Parnaíba (PI),1690.79
2207751,Passagem Franca do Piauí (PI),2056.07
2207777,Patos do Piauí (PI),1877.45
2207793,Pau D'Arco do Piauí (PI),1963.8
2207801,Paulistana (PI),1824.59
2207850,Pavussu (PI),1618.62
2207900,Pedro II (PI),1706.02
2207934,Pedro Laurentino (PI),1424.55
2207959,Nova Santa Rita (PI),1824.81
2208007,Picos (PI),1593.82
2208106,Pimenteiras (PI),1400.67
2208205,Pio IX (PI),1881.91
2208304,Piracuruca (PI),1726.19
2208403,Piripiri (PI),1734.9
2208502,Porto (PI),1991.39
2208551,Porto Alegre do Piauí (PI),1664.53
2208601,Prata do Piauí (PI),1847.99
2208650,Queimada Nova (PI),1637.71
2208700,Redenção do Gurguéia (PI),1645.81
2208809,Regeneração (PI),1560.8
2208858,Riacho Frio (PI),2003.49
2208874,Ribeira do Piauí (PI),1960.96
2208908,Ribeiro Gonçalves (PI),1810.51
2209005,Rio Grande do Piauí (PI),1618.05
2209104,Santa Cruz do Piauí (PI),1409.77
2209153,Santa Cruz dos Milagres (PI),1669.56
2209203,Santa Filomena (PI),1947.3
2209302,Santa Luz (PI),1530.39
2209351,Santana do Piauí (PI),1834.36
2209377,Santa Rosa do Piauí (PI),1703.08
2209401,Santo Antônio de Lisboa (PI),1328.57
2209450,Santo Antônio dos Milagres (PI),1702.35
2209500,Santo Inácio do Piauí (PI),1587.52
2209559,São Braz do Piauí (PI),1763.78
2209609,São Félix do Piauí (PI),1399.79
2209658,São Francisco de Assis do Piauí (PI),1807.42
2209708,São Francisco do Piauí (PI),1796.38
2209757,São Gonçalo do Gurguéia (PI),2059.89
2209807,São Gonçalo do Piauí (PI),1654.32
2209856,São João da Canabrava (PI),1784.6
2209872,São João da Fronteira (PI),1679.78
2209906,São João da Serra (PI),1720.32
2209955,São João da Varjota (PI),1669.95
2209971,São João do Arraial (PI),2006.96
2210003,São João do Piauí (PI),1644.32
2210052,São José do Divino (PI),1613.84
2210102,São José do Peixe (PI),1524.07
2210201,São José do Piauí (PI),1590.7
2210300,São Julião (PI),1461.33
2210359,São Lourenço do Piauí (PI),1457.54
2210375,São Luis do Piauí (PI),1535.99
2210383,São Miguel da Baixa Grande (PI),1530.87
2210391,São Miguel do Fidalgo (PI),1550.78
2210409,São Miguel do Tapuio (PI),1831.27
2210508,São Pedro do Piauí (PI),1899.94
2210607,São Raimundo Nonato (PI),1687.63
2210623,Sebastião Barros (PI),2081.63
2210631,Sebastião Leal (PI),1702.77
2210656,Sigefredo Pacheco (PI),1567.14
2210706,Simões (PI),2242.16
2210805,Simplício Mendes (PI),1539.17
2210904,Socorro do Piauí (PI),1968.35
2210938,Sussuapara (PI),1318.55
2210953,Tamboril do Piauí (PI),1686.01
2210979,Tanque do Piauí (PI),1579.94
2211001,Teresina (PI),2739.8
2211100,União (PI),1836.72
2211209,Uruçuí (PI),2002.55
2211308,Valença do Piauí (PI),1707.64
2211357,Várzea Branca (PI),2254.13
2211407,Várzea Grande (PI),1871.81
2211506,Vera Mendes (PI),1088.06
2211605,Vila Nova do Piauí (PI),1815.52
2211704,Wall Ferraz (PI),1667.75
2300101,Abaiara (CE),1342.39
2300150,Acarape (CE),1737.4
2300200,Acaraú (CE),1841.79
2300309,Acopiara (CE),1628.36
2300408,Aiuaba (CE),1667.82
2300507,Alcântaras (CE),1262.31
2300606,Altaneira (CE),1546.45
2300705,Alto Santo (CE),1289.01
2300754,Amontada (CE),1665.7
2300804,Antonina do Norte (CE),1536.11
2300903,Apuiarés (CE),1437.65
2301000,Aquiraz (CE),1939.09
2301109,Aracati (CE),1614.09
2301208,Aracoiaba (CE),1358.32
2301257,Ararendá (CE),1399.15
2301307,Araripe (CE),1717.61
2301406,Aratuba (CE),1485.33
2301505,Arneiroz (CE),1043.32
2301604,Assaré (CE),1420.8
2301703,Aurora (CE),1518.87
2301802,Baixio (CE),1415.4
2301851,Banabuiú (CE),1625.31
2301901,Barbalha (CE),1694.37
2301950,Barreira (CE),1820.25
2302008,Barro (CE),1414.03
2302057,Barroquinha (CE),1670.9
2302107,Baturité (CE),1762.03
2302206,Beberibe (CE),1677.17
2302305,Bela Cruz (CE),1732.46
2302404,Boa Viagem (CE),1573.56
2302503,Brejo Santo (CE),1514.04
2302602,Camocim (CE),1454.5
2302701,Campos Sales (CE),1369
2302800,Canindé (CE),1763.41
2302909,Capistrano (CE),1555.39
2303006,Caridade (CE),1674.84
2303105,Cariré (CE),1372.92
2303204,Caririaçu (CE),1404
2303303,Cariús (CE),1461.91
2303402,Carnaubal (CE),1553.43
2303501,Cascavel (CE),1429.66
2303600,Catarina (CE),1587.52
2303659,Catunda (CE),1968.18
2303709,Caucaia (CE),1923.22
2303808,Cedro (CE),1661.4
2303907,Chaval (CE),719.78
2303931,Choró (CE),1740.06
2303956,Chorozinho (CE),1550.92
2304004,Coreaú (CE),1401.61
2304103,Crateús (CE),1705.96
2304202,Crato (CE),1808.54
2304236,Croatá (CE),1968.84
2304251,Cruz (CE),1628.57
2304269,Deputado Irapuan Pinheiro (CE),1591.06
2304277,Ererê (CE),1440.36
2304285,Eusébio (CE),2004.7
2304301,Farias Brito (CE),1649.36
2304350,Forquilha (CE),1387.69
2304400,Fortaleza (CE),2706.12
2304459,Fortim (CE),1558.85
2304509,Frecheirinha (CE),1140.77
2304608,General Sampaio (CE),1444
2304657,Graça (CE),1462.42
2304707,Granja (CE),1506.23
2304806,Granjeiro (CE),1239.46
2304905,Groaíras (CE),1539.49
2304954,Guaiúba (CE),1574.94
2305001,Guaraciaba do Norte (CE),1599.72
2305100,Guaramiranga (CE),1397.62
2305209,Hidrolândia (CE),1477.29
2305233,Horizonte (CE),1539.87
2305266,Ibaretama (CE),1604.03
2305308,Ibiapina (CE),1624.45
2305332,Ibicuitinga (CE),1483.47
2305357,Icapuí (CE),1895.78
2305407,Icó (CE),1550.53
2305506,Iguatu (CE),1533.45
2305605,Independência (CE),1561.94
2305654,Ipaporanga (CE),1277.36
2305704,Ipaumirim (CE),1438.89
2305803,Ipu (CE),1494.12
2305902,Ipueiras (CE),1654.19
2306009,Iracema (CE),1866.99
2306108,Irauçuba (CE),1479.61
2306207,Itaiçaba (CE),1481.61
2306256,Itaitinga (CE),1783.14
2306306,Itapajé (CE),1431.3
2306405,Itapipoca (CE),1584.58
2306504,Itapiúna (CE),1613.91
2306553,Itarema (CE),1790.32
2306603,Itatira (CE),1591.83
2306702,Jaguaretama (CE),1526.11
2306801,Jaguaribara (CE),1923.83
2306900,Jaguaribe (CE),1731.58
2307007,Jaguaruana (CE),1416.59
2307106,Jardim (CE),1714.34
2307205,Jati (CE),1282.2
2307254,Jijoca de Jericoacoara (CE),1488.39
2307304,Juazeiro do Norte (CE),1745.52
2307403,Jucás (CE),1931.38
2307502,Lavras da Mangabeira (CE),1664.43
2307601,Limoeiro do Norte (CE),1714.31
2307635,Madalena (CE),1584.39
2307650,Maracanaú (CE),2024.15
2307700,Maranguape (CE),1459.06
2307809,Marco (CE),1409.38
2307908,Martinópole (CE),1369.3
2308005,Massapê (CE),1516.79
2308104,Mauriti (CE),1481.78
2308203,Meruoca (CE),1465
2308302,Milagres (CE),1847.68
2308351,Milhã (CE),1868.08
2308377,Miraíma (CE),1447.42
2308401,Missão Velha (CE),1639.97
2308500,Mombaça (CE),1465.3
2308609,Monsenhor Tabosa (CE),1533.2
2308708,Morada Nova (CE),1601.79
2308807,Moraújo (CE),1376.17
2308906,Morrinhos (CE),1499
2309003,Mucambo (CE),1132.38
2309102,Mulungu (CE),1734.21
2309201,Nova Olinda (CE),1425.64
2309300,Nova Russas (CE),1542.41
2309409,Novo Oriente (CE),1788.46
2309458,Ocara (CE),1625.95
2309508,Orós (CE),2348.01
2309607,Pacajus (CE),1586.07
2309706,Pacatuba (CE),1702.35
2309805,Pacoti (CE),1592.5
2309904,Pacujá (CE),1484.94
2310001,Palhano (CE),1555.2
2310100,Palmácia (CE),1389.53
2310209,Paracuru (CE),2186.34
2310258,Paraipaba (CE),1571.6
2310308,Parambu (CE),964.99
2310407,Paramoti (CE),1761.21
2310506,Pedra Branca (CE),1202.42
2310605,Penaforte (CE),1531.95
2310704,Pentecoste (CE),1461.02
2310803,Pereiro (CE),1412.78
2310852,Pindoretama (CE),1425.64
2310902,Piquet Carneiro (CE),1618.52
2310951,Pires Ferreira (CE),1087.71
2311009,Poranga (CE),1601.92
2311108,Porteiras (CE),1414
2311207,Potengi (CE),1573.79
2311231,Potiretama (CE),1252.45
2311264,Quiterianópolis (CE),1196.57
2311306,Quixadá (CE),1883.26
2311355,Quixelô (CE),1547.52
2311405,Quixeramobim (CE),1392.5
2311504,Quixeré (CE),1764.45
2311603,Redenção (CE),3313.94
2311702,Reriutaba (CE),1405.96
2311801,Russas (CE),1457.55
2311900,Saboeiro (CE),1448.15
2311959,Salitre (CE),1042.29
2312007,Santana do Acaraú (CE),1667.68
2312106,Santana do Cariri (CE),1703.14
2312205,Santa Quitéria (CE),1401.22
2312304,São Benedito (CE),1549.96
2312403,São Gonçalo do Amarante (CE),3505.07
2312502,São João do Jaguaribe (CE),1532.54
2312601,São Luís do Curu (CE),1421.85
2312700,Senador Pompeu (CE),1452.07
2312809,Senador Sá (CE),1422.63
2312908,Sobral (CE),1967.66
2313005,Solonópole (CE),1405.81
2313104,Tabuleiro do Norte (CE),1572.45
2313203,Tamboril (CE),1822.29
2313252,Tarrafas (CE),1457.11
2313302,Tauá (CE),1526.92
2313351,Tejuçuoca (CE),1395.42
2313401,Tianguá (CE),1568.83
2313500,Trairi (CE),1761.09
2313559,Tururu (CE),1513.98
2313609,Ubajara (CE),1869.9
2313708,Umari (CE),1399.69
2313757,Umirim (CE),1611.7
2313807,Uruburetama (CE),1198.83
2313906,Uruoca (CE),1558.85
2313955,Varjota (CE),1231.69
2314003,Várzea Alegre (CE),1353.96
2314102,Viçosa do Ceará (CE),1604.42
2400109,Acari (RN),1500.24
2400208,Açu (RN),1712.47
2400307,Afonso Bezerra (RN),1728.75
2400406,Água Nova (RN),1577.52
2400505,Alexandria (RN),1425.71
2400604,Almino Afonso (RN),1952.98
2400703,Alto do Rodrigues (RN),3201.36
2400802,Angicos (RN),1848.85
2400901,Antônio Martins (RN),1537.11
2401008,Apodi (RN),1646.94
2401107,Areia Branca (RN),2091.93
2401206,Arês (RN),2016.78
2401305,Augusto Severo (RN),1710.56
2401404,Baía Formosa (RN),1675.47
2401453,Baraúna (RN),1881.76
2401503,Barcelona (RN),1447.57
2401602,Bento Fernandes (RN),1783.89
2401651,Bodó (RN),1874.94
2401701,Bom Jesus (RN),1770.93
2401800,Brejinho (RN),1510.63
2401859,Caiçara do Norte (RN),1347.39
2401909,Caiçara do Rio do Vento (RN),1701.47
2402006,Caicó (RN),1622.68
2402105,Campo Redondo (RN),1761.55
2402204,Canguaretama (RN),1637.13
2402303,Caraúbas (RN),1505.86
2402402,Carnaúba dos Dantas (RN),1225.78
2402501,Carnaubais (RN),1828.49
2402600,Ceará-Mirim (RN),1718.87
2402709,Cerro Corá (RN),1818.75
2402808,Coronel Ezequiel (RN),1642.91
2402907,Coronel João Pessoa (RN),1637.67
2403004,Cruzeta (RN),1547.86
2403103,Currais Novos (RN),1654.26
2403202,Doutor Severiano (RN),1985.04
2403251,Parnamirim (RN),1724.24
2403301,Encanto (RN),1550.63
2403400,Equador (RN),1643.71
2403509,Espírito Santo (RN),1498.41
2403608,Extremoz (RN),2036.13
2403707,Felipe Guerra (RN),1663.2
2403756,Fernando Pedroza (RN),1874.57
2403806,Florânia (RN),1464.35
2403905,Francisco Dantas (RN),1222.88
2404002,Frutuoso Gomes (RN),1246.59
2404101,Galinhos (RN),1844.16
2404200,Goianinha (RN),1728.43
2404309,Governador Dix-Sept Rosado (RN),1774.7
2404408,Grossos (RN),1593.22
2404507,Guamaré (RN),5147.63
2404606,Ielmo Marinho (RN),1602.17
2404705,Ipanguaçu (RN),1494.75
2404804,Ipueira (RN),1795.58
2404853,Itajá (RN),1311.88
2404903,Itaú (RN),1798.98
2405009,Jaçanã (RN),1423.82
2405108,Jandaíra (RN),1593.13
2405207,Janduís (RN),1549.34
2405306,Januário Cicco (RN),2021.95
2405405,Japi (RN),1531.1
2405504,Jardim de Angicos (RN),1687.28
2405603,Jardim de Piranhas (RN),1469.56
2405702,Jardim do Seridó (RN),1405.18
2405801,João Câmara (RN),2468.76
2405900,João Dias (RN),1532.57
2406007,José da Penha (RN),1513.43
2406106,Jucurutu (RN),1640.4
2406155,Jundiá (RN),1618.33
2406205,Lagoa d'Anta (RN),1805.53
2406304,Lagoa de Pedras (RN),1476.14
2406403,Lagoa de Velhos (RN),1743.58
2406502,Lagoa Nova (RN),1789.9
2406601,Lagoa Salgada (RN),1602.3
2406700,Lajes (RN),1668.37
2406809,Lajes Pintadas (RN),1527.02
2406908,Lucrécia (RN),1591.3
2407005,Luís Gomes (RN),1770.55
2407104,Macaíba (RN),1959.63
2407203,Macau (RN),1811.78
2407252,Major Sales (RN),1993.6
2407302,Marcelino Vieira (RN),1834.64
2407401,Martins (RN),1392.86
2407500,Maxaranguape (RN),1480.48
2407609,Messias Targino (RN),1309.19
2407708,Montanhas (RN),1758.92
2407807,Monte Alegre (RN),1777.93
2407906,Monte das Gameleiras (RN),1843.22
2408003,Mossoró (RN),2316.55
2408102,Natal (RN),2991.25
2408201,Nísia Floresta (RN),1562.18
2408300,Nova Cruz (RN),1754.64
2408409,Olho d'Água do Borges (RN),1674.32
2408508,Ouro Branco (RN),1458.24
2408607,Paraná (RN),2050.35
2408706,Paraú (RN),1698.49
2408805,Parazinho (RN),2110.56
2408904,Parelhas (RN),1439.62
2408953,Rio do Fogo (RN),1860.18
2409100,Passa e Fica (RN),1435.62
2409209,Passagem (RN),1302.99
2409308,Patu (RN),1718.09
2409332,Santa Maria (RN),1873.71
2409407,Pau dos Ferros (RN),1668.8
2409506,Pedra Grande (RN),2112.68
2409605,Pedra Preta (RN),1776.8
2409704,Pedro Avelino (RN),1652.06
2409803,Pedro Velho (RN),1750.31
2409902,Pendências (RN),1705.77
2410009,Pilões (RN),1589.27
2410108,Poço Branco (RN),1680.23
2410207,Portalegre (RN),1442.95
2410256,Porto do Mangue (RN),1735.14
2410306,Serra Caiada (RN),1780.65
2410405,Pureza (RN),1711.7
2410504,Rafael Fernandes (RN),1508.86
2410603,Rafael Godeiro (RN),1693.28
2410702,Riacho da Cruz (RN),1766.33
2410801,Riacho de Santana (RN),1814.97
2410900,Riachuelo (RN),1777.58
2411007,Rodolfo Fernandes (RN),1567.68
2411056,Tibau (RN),1538.72
2411106,Ruy Barbosa (RN),2267.33
2411205,Santa Cruz (RN),1670.12
2411403,Santana do Matos (RN),1629.41
2411429,Santana do Seridó (RN),1521.31
2411502,Santo Antônio (RN),1711.62
2411601,São Bento do Norte (RN),1980.57
2411700,São Bento do Trairí (RN),1655.22
2411809,São Fernando (RN),1576.76
2411908,São Francisco do Oeste (RN),1375.85
2412005,São Gonçalo do Amarante (RN),1835.74
2412104,São João do Sabugi (RN),1587.41
2412203,São José de Mipibu (RN),1737.15
2412302,São José do Campestre (RN),1948.61
2412401,São José do Seridó (RN),1309.58
2412500,São Miguel (RN),1978.24
2412559,São Miguel do Gostoso (RN),1683.28
2412609,São Paulo do Potengi (RN),1724.89
2412708,São Pedro (RN),1741.15
2412807,São Rafael (RN),1683.48
2412906,São Tomé (RN),1824.14
2413003,São Vicente (RN),1464.93
2413102,Senador Elói de Souza (RN),1775.33
2413201,Senador Georgino Avelino (RN),1941.41
2413300,Serra de São Bento (RN),1452.46
2413359,Serra do Mel (RN),2004.5
2413409,Serra Negra do Norte (RN),1310.97
2413508,Serrinha (RN),1914.01
2413557,Serrinha dos Pintos (RN),1586.83
2413607,Severiano Melo (RN),1350.78
2413706,Sítio Novo (RN),1792.31
2413805,Taboleiro Grande (RN),1349.52
2413904,Taipu (RN),1891.91
2414001,Tangará (RN),1839.28
2414100,Tenente Ananias (RN),1469.26
2414159,Tenente Laurentino Cruz (RN),1709.37
2414209,Tibau do Sul (RN),1508.88
2414308,Timbaúba dos Batistas (RN),1494.08
2414407,Touros (RN),1946.13
2414456,Triunfo Potiguar (RN),1842.66
2414506,Umarizal (RN),1622.18
2414605,Upanema (RN),1763.38
2414704,Várzea (RN),1569.16
2414753,Venha-Ver (RN),1820.28
2414803,Vera Cruz (RN),1569.24
2414902,Viçosa (RN),1399.91
2415008,Vila Flor (RN),1506.9
2500106,Água Branca (PB),1398.41
2500205,Aguiar (PB),1373.04
2500304,Alagoa Grande (PB),1581.89
2500403,Alagoa Nova (PB),1303.3
2500502,Alagoinha (PB),1834.45
2500536,Alcantil (PB),1420.38
2500577,Algodão de Jandaíra (PB),1504.31
2500601,Alhandra (PB),2329.06
2500700,São João do Rio do Peixe (PB),1652.01
2500734,Amparo (PB),1377.01
2500775,Aparecida (PB),1692.08
2500809,Araçagi (PB),1563.84
2500908,Arara (PB),1559.48
2501005,Araruna (PB),1667.67
2501104,Areia (PB),1619.7
2501153,Areia de Baraúnas (PB),1449.87
2501203,Areial (PB),1595.69
2501302,Aroeiras (PB),1442.93
2501351,Assunção (PB),1537.89
2501401,Baía da Traição (PB),1365.28
2501500,Bananeiras (PB),1488.04
2501534,Baraúna (PB),1647.87
2501575,Barra de Santana (PB),1709.37
2501609,Barra de Santa Rosa (PB),1695.06
2501708,Barra de São Miguel (PB),1491.85
2501807,Bayeux (PB),1780.24
2501906,Belém (PB),1350.19
2502003,Belém do Brejo do Cruz (PB),1725.37
2502052,Bernardino Batista (PB),1772.01
2502102,Boa Ventura (PB),1173.35
2502151,Boa Vista (PB),1596.82
2502201,Bom Jesus (PB),1442.95
2502300,Bom Sucesso (PB),1457.32
2502409,Bonito de Santa Fé (PB),1568.49
2502508,Boqueirão (PB),1612.16
2502607,Igaracy (PB),1406.79
2502706,Borborema (PB),1642.95
2502805,Brejo do Cruz (PB),1732.71
2502904,Brejo dos Santos (PB),1496.48
2503001,Caaporã (PB),1824.33
2503100,Cabaceiras (PB),1721.85
2503209,Cabedelo (PB),2641.93
2503308,Cachoeira dos Índios (PB),1707.44
2503407,Cacimba de Areia (PB),1323.94
2503506,Cacimba de Dentro (PB),1669.82
2503555,Cacimbas (PB),1645.32
2503605,Caiçara (PB),1609.17
2503704,Cajazeiras (PB),1765.01
2503753,Cajazeirinhas (PB),1938.32
2503803,Caldas Brandão (PB),1322.84
2503902,Camalaú (PB),1542.61
2504009,Campina Grande (PB),2078.4
2504033,Capim (PB),1529.01
